"Date","Description","ChkRef","Amount","Balance"
02/07/2025,ATM DEPOSIT,,$660.00,"$8,450.11"
02/07/2025,XX8226 CHECKING PYMNT FerrellRetail LIBERTY MO E101558 503891019199,,-$12.12,"$8,437.99"
02/07/2025,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189081 006695,,-$15.99,"$8,422.00"
02/07/2025,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698139 969570,,-$78.10,"$8,343.90"
02/10/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 030827,,-$3.31,"$8,340.59"
02/10/2025,XX8226 POS PURCHASE GRUBHUB U OF CNT CONWAY AR 16061375 061375,,-$6.19,"$8,334.40"
02/10/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 017273,,-$6.40,"$8,328.00"
02/10/2025,XX8226 MT DDA DEBIT CASH APP*EVAN PA Oakland CA 1 845606,,-$7.00,"$8,321.00"
02/10/2025,XX8226 POS PURCHASE QT 7210 INSIDE NORTH LITTLE AR 00000000 069099,,-$10.88,"$8,310.12"
02/10/2025,XX8226 MT DDA DEBIT CASH APP*EVAN PA Oakland CA 1 444623,,-$13.00,"$8,297.12"
02/10/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 052688,,-$14.83,"$8,282.29"
02/10/2025,XX8226 POS PURCHASE WINGSTOP 320 224-402-1847 AR 320 001 003514,,-$18.88,"$8,263.41"
02/10/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750007 397845,,-$25.29,"$8,238.12"
02/10/2025,XX8226 POS PURCHASE AMAZON MKTPL*761 Amzn.com/bill WA 00000000 022177,,-$27.18,"$8,210.94"
02/12/2025,XX8226 CHECKING PYMNT APPLE COM BILL CUPERTINO CA 003 504220959917,,-$9.99,"$8,200.95"
02/12/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 057048,,-$10.98,"$8,189.97"
02/12/2025,XX8226 MT DDA DEBIT CASH APP*RYAN MC Oakland CA 1 186508,,-$15.00,"$8,174.97"
02/12/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750009 102251,,-$72.15,"$8,102.82"
02/13/2025,ONLINE BANKING TRANSFER FROM x3799 02/13/25,,$135.00,"$8,237.82"
02/13/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 097644,,-$2.93,"$8,234.89"
02/13/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 031351,,-$505.09,"$7,729.80"
02/14/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 033480,,-$7.29,"$7,722.51"
02/14/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 035160,,-$15.32,"$7,707.19"
02/18/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 999-999-9999 AR 1168002 068321,,-$0.39,"$7,706.80"
02/18/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 019918,,-$2.93,"$7,703.87"
02/18/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 999-999-9999 AR 1168002 068322,,-$4.21,"$7,699.66"
02/18/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 28245816 045816,,-$6.01,"$7,693.65"
02/18/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 987847,,-$10.98,"$7,682.67"
02/18/2025,XX8226 POS PURCHASE LOCAL LIME LITTLE ROCK AR 00B55804 004704,,-$11.51,"$7,671.16"
02/18/2025,XX8226 POS PURCHASE TACO BELL 700173 479-709-7920 AR 7001001 087919,,-$13.84,"$7,657.32"
02/18/2025,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 99999999 026723,,-$24.32,"$7,633.00"
02/18/2025,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04776458 000067,,-$36.16,"$7,596.84"
02/18/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 28245808 045808,,-$52.52,"$7,544.32"
02/18/2025,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 536210,,-$61.78,"$7,482.54"
02/18/2025,XX8226 POS PURCHASE AMZN Mktp US*T20 Amzn.com/bill WA 00000000 050656,,-$325.16,"$7,157.38"
02/18/2025,CAPITAL ONE CRCARDPMT 42TK91BLIAI0F5U,,-$421.31,"$6,736.07"
02/19/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 033785,,-$15.36,"$6,720.71"
02/19/2025,XX8226 POS PURCHASE AMZN Mktp US*XG5 Amzn.com/bill WA 00000000 027030,,-$46.18,"$6,674.53"
02/21/2025,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698139 902390,,-$45.79,"$6,628.74"
02/24/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 047814,,-$2.14,"$6,626.60"
02/24/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 047703,,-$10.71,"$6,615.89"
02/24/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 638024,,-$11.86,"$6,604.03"
02/24/2025,XX8226 POS PURCHASE TST*HIDEAWAY PIZ Conway AR 00000000 078242,,-$20.49,"$6,583.54"
02/24/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 27541264 041264,,-$60.95,"$6,522.59"
02/25/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 079700,,-$3.31,"$6,519.28"
02/26/2025,XX8226 POS PURCHASE WINGSTOP 320 224-402-1847 AR 320 001 086232,,-$22.76,"$6,496.52"
02/26/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 004544,,-$24.72,"$6,471.80"
02/26/2025,XX8226 POS PURCHASE SHELL OIL1000554 LITTLE ROCK AR 00000000 056979,,-$31.13,"$6,440.67"
02/26/2025,XX8226 POS PURCHASE WAREHOUSE LIQUOR LITTLE ROCK AR 80070622 923809,,-$54.89,"$6,385.78"
02/27/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 081340,,-$2.93,"$6,382.85"
02/27/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 004743,,-$6.61,"$6,376.24"
02/27/2025,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 576183,,-$78.83,"$6,297.41"
03/03/2025,ONLINE BANKING TRANSFER FROM x3799 03/01/25,,"$1,350.00","$7,647.41"
03/03/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 007105,,-$2.93,"$7,644.48"
03/03/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 023369,,-$5.78,"$7,638.70"
03/03/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 003318,,-$23.37,"$7,615.33"
03/03/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 002 650494,,-$24.80,"$7,590.53"
03/03/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 011968,,-$27.97,"$7,562.56"
03/03/2025,XX8226 POS PURCHASE BEAR'S DEN PIZZA CONWAY AR V5227171 090514,,-$61.63,"$7,500.93"
03/03/2025,Stripe ZG Rental ZG -- Rent ST-F0X3O6V2B7Z0,,"-$1,700.00","$5,800.93"
03/04/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 005124,,-$3.27,"$5,797.66"
03/06/2025,XX8226 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 141072,,-$2.95,"$5,794.71"
03/06/2025,XX8226 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 245599,,-$3.69,"$5,791.02"
03/06/2025,XX8226 POS PURCHASE ZAXBY'S #63007 CONWAY AR 00000000 028582,,-$14.41,"$5,776.61"
03/06/2025,XX8226 POS PURCHASE PT *CONWAY REGIO CONWAY AR 00000000 016800,,-$50.00,"$5,726.61"
03/07/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 022887,,-$3.31,"$5,723.30"
03/07/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 001400,,-$4.41,"$5,718.89"
03/07/2025,XX8226 POS PURCHASE JIMMY JOHNS - 20 CONWAY AR 00000000 016733,,-$12.27,"$5,706.62"
03/10/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 002301,,-$11.25,"$5,695.37"
03/10/2025,XX8226 POS PURCHASE WAREHOUSE LIQUOR LITTLE ROCK AR 80070623 304659,,-$18.86,"$5,676.51"
03/10/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 069703,,-$20.15,"$5,656.36"
03/10/2025,XX8226 POS PURCHASE SHELL OIL1000554 LITTLE ROCK AR 00000000 066833,,-$24.02,"$5,632.34"
03/10/2025,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 803744,,-$25.08,"$5,607.26"
03/11/2025,CONSUMER MOBILE DEPOSIT,,"$2,500.00","$8,107.26"
03/12/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 012744,,-$4.41,"$8,102.85"
03/12/2025,XX8226 POS PURCHASE BURGER KING #228 CONWAY AR 00006195 069684,,-$12.51,"$8,090.34"
03/12/2025,XX8226 POS PURCHASE HARPS FOOD STORE CONWAY AR 18065701 598770,,-$73.33,"$8,017.01"
03/12/2025,XX8226 POS PURCHASE ACADEMY SPORTS # CONWAY AR 09108944 893077,,-$125.06,"$7,891.95"
03/13/2025,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189094 035180,,-$26.00,"$7,865.95"
03/14/2025,XX8226 POS PURCHASE SHELL OIL1000554 LITTLE ROCK AR 00000000 061864,,-$5.94,"$7,860.01"
03/14/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 050809,,-$459.60,"$7,400.41"
03/17/2025,ONLINE BANKING TRANSFER TO x3781 03/16/25,,"-$2,500.00","$4,900.41"
03/17/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 001160,,-$2.20,"$4,898.21"
03/17/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 001161,,-$6.60,"$4,891.61"
03/17/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 026231,,-$11.39,"$4,880.22"
03/17/2025,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 345599,,-$18.67,"$4,861.55"
03/17/2025,CAPITAL ONE CRCARDPMT 42ZGZKZLRKALJ9E,,-$63.36,"$4,798.19"
03/18/2025,XX8226 POS PURCHASE DD *KOTAROHIBACH DOORDASH.COM CA APGEHDCX 072113,,-$43.47,"$4,754.72"
03/19/2025,XX8226 POS PURCHASE HARDEES 1505836 CONWAY AR 04491515 007247,,-$13.09,"$4,741.63"
03/19/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 055601,,-$25.84,"$4,715.79"
03/20/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 087841,,-$2.93,"$4,712.86"
03/20/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750007 299902,,-$4.69,"$4,708.17"
03/20/2025,XX8226 POS PURCHASE GRUBHUB U OF CNT CONWAY AR 11662128 062128,,-$6.19,"$4,701.98"
03/20/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 977052,,-$11.86,"$4,690.12"
03/20/2025,XX8226 POS PURCHASE MURPHY6799ATWALM CONWAY AR 92707401 961418,,-$28.35,"$4,661.77"
03/20/2025,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 794116,,-$39.37,"$4,622.40"
03/21/2025,XX8226 POS PURCHASE DD *KOTAROHIBACH DOORDASH.COM CA APGEHDCX 014935,,-$37.10,"$4,585.30"
03/24/2025,XX8226 POS PURCHASE Speedway Pagosa Spring CO 90949401 173810,,-$2.38,"$4,582.92"
03/24/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 067404,,-$6.00,"$4,576.92"
03/24/2025,XX8226 POS PURCHASE FLYING C RANCH A ENCINO NM 02938935 050868,,-$8.70,"$4,568.22"
03/24/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 067857,,-$9.75,"$4,558.47"
03/24/2025,XX8226 POS PURCHASE 5GUYS 0677 QSR SANTA FE NM 48137892 037892,,-$29.17,"$4,529.30"
03/24/2025,XX8226 POS PURCHASE WOLF CREEK TICKE PAGOSA SPRING CO 0103 007527,,-$91.00,"$4,438.30"
03/25/2025,XX8226 POS PURCHASE WOLF CREEK TICKE PAGOSA SPRING CO 0103 006008,,-$91.00,"$4,347.30"
03/25/2025,XX8226 ATM WITHDRAWAL PAI ISO PAGOSA SPRING CO RT54565 007143,,-$100.00,"$4,247.30"
03/25/2025,FEE FOR INQUIRY PAI ISO PAGOSA SPRING CO RT54565 007142,,-$2.50,"$4,244.80"
03/25/2025,FEE FOR ATM WITHDRAWAL PAI ISO PAGOSA SPRING CO RT54565 007143,,-$2.50,"$4,242.30"
03/26/2025,XX8226 POS PURCHASE WOLF CREEK TICKE PAGOSA SPRING CO 0103 005961,,-$91.00,"$4,151.30"
03/27/2025,XX8226 POS PURCHASE WOLF CREEK TICKE PAGOSA SPRING CO 0104 005366,,-$91.00,"$4,060.30"
03/31/2025,ATM DEPOSIT,,$320.00,"$4,380.30"
03/31/2025,XX8226 POS PURCHASE PILOT #0196 ROLAND OK 86014201 481017,,-$2.59,"$4,377.71"
03/31/2025,XX8226 POS PURCHASE PHILLIPS 66 - CL CLINES CORNER NM 21 088126,,-$4.45,"$4,373.26"
03/31/2025,XX8226 POS PURCHASE GENESIS AUTO WAS LITTLE ROCK AR 75891588 018999,,-$22.50,"$4,350.76"
04/01/2025,XX8226 MT DDA CREDIT CASH APP*RYAN MC Oakland CA 1 948117,,"$1,726.56","$6,077.32"
04/01/2025,ONLINE BANKING TRANSFER FROM x3799 04/01/25,,"$1,350.00","$7,427.32"
04/01/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 012356,,-$3.31,"$7,424.01"
04/01/2025,XX8226 MT DDA DEBIT CASH APP*RYAN MC Oakland CA 1 017181,,-$54.00,"$7,370.01"
04/01/2025,Stripe ZG Rental ZG -- Rent ST-J8P9C4R0B0Y3,,"-$1,700.00","$5,670.01"
04/02/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 003786,,-$3.31,"$5,666.70"
04/04/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 028827,,-$3.31,"$5,663.39"
04/07/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 030983,,-$10.71,"$5,652.68"
04/07/2025,XX8226 POS PURCHASE DOMINO'S 5319 501-831-5692 AR 46377649 077649,,-$25.10,"$5,627.58"
04/08/2025,TAX REF IRS TREAS 310 REF*MCKI*AUSTIN*12/2024*TAX REFUND*30\,,$299.00,"$5,926.58"
04/09/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 047798,,-$2.93,"$5,923.65"
04/09/2025,XX8226 POS PURCHASE HARPS FOOD STORE CONWAY AR 18065701 252814,,-$15.82,"$5,907.83"
04/09/2025,XX8226 POS PURCHASE WL *Steam Purcha 425-9522985 WA 00000007 002879,,-$19.99,"$5,887.84"
04/09/2025,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189094 037590,,-$26.00,"$5,861.84"
04/10/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 057351,,-$2.93,"$5,858.91"
04/10/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 014090,,-$4.41,"$5,854.50"
04/10/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 097856,,-$10.74,"$5,843.76"
04/10/2025,XX8226 POS PURCHASE WAREHOUSE LIQUOR LITTLE ROCK AR 80070623 044819,,-$58.17,"$5,785.59"
04/11/2025,XX8226 POS PURCHASE MURPHY6799ATWALM CONWAY AR 92707401 841049,,-$25.74,"$5,759.85"
04/11/2025,XX8226 POS PURCHASE HARPS FOOD STORE CONWAY AR 18065701 663714,,-$32.72,"$5,727.13"
04/11/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750022 793887,,-$89.53,"$5,637.60"
04/14/2025,XX8226 POS PURCHASE JIMMY JOHNS - 20 CONWAY AR 00000000 037464,,-$11.50,"$5,626.10"
04/14/2025,XX8226 POS PURCHASE KRISPY KREME #13 CONWAY AR 00000000 001410,,-$11.63,"$5,614.47"
04/14/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 002298,,-$11.75,"$5,602.72"
04/14/2025,XX8226 POS PURCHASE SHELL OIL1000554 LITTLE ROCK AR 00000000 065130,,-$11.79,"$5,590.93"
04/14/2025,XX8226 POS PURCHASE LOS GALLOS TAQUE CONWAY AR 79201629 080018,,-$14.59,"$5,576.34"
04/15/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 049609,,-$2.93,"$5,573.41"
04/15/2025,CAPITAL ONE CRCARDPMT 4360KT4HQOJA8XU,,-$303.38,"$5,270.03"
04/16/2025,ARSTTAXRFD STATE OF ARK 25*A*XXXXXX6554 *0630,,$186.00,"$5,456.03"
04/16/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 054679,,-$26.09,"$5,429.94"
04/17/2025,XX8226 POS PURCHASE ARA UCA STARBUCK CONWAY AR 27550001 047117,,-$2.93,"$5,427.01"
04/17/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 013298,,-$6.40,"$5,420.61"
04/17/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 013410,,-$10.71,"$5,409.90"
04/17/2025,XX8226 POS PURCHASE JERSEY MIKES ONL https://prod. NJ 00007671 016574,,-$21.80,"$5,388.10"
04/17/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 044781,,-$304.52,"$5,083.58"
04/21/2025,XX8226 POS PURCHASE CASEYS #3895 156 SPRINGDALE AR 99999999 351227,,-$10.97,"$5,072.61"
04/21/2025,XX8226 POS PURCHASE OZARK TRAVEL PLA OZARK AR 002VG001 510895145671,,-$11.15,"$5,061.46"
04/21/2025,XX8226 POS PURCHASE HARP'S SUPER STO SPRINGDALE AR 41676601 256050,,-$19.59,"$5,041.87"
04/21/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 002 902311,,-$21.13,"$5,020.74"
04/21/2025,XX8226 POS PURCHASE CAR WASH USA #03 CONWAY AR 00000000 019157,,-$22.00,"$4,998.74"
04/21/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 002 998894,,-$25.68,"$4,973.06"
04/21/2025,XX8226 POS PURCHASE CASEYS #3895 156 SPRINGDALE AR 99999999 433886,,-$50.92,"$4,922.14"
04/22/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 014328,,-$2.05,"$4,920.09"
04/22/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 047507,,-$18.05,"$4,902.04"
04/23/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 016150,,-$3.14,"$4,898.90"
04/23/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 016151,,-$3.69,"$4,895.21"
04/23/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 016148,,-$10.71,"$4,884.50"
04/23/2025,XX8226 POS PURCHASE HARPS FOOD STORE CONWAY AR 18065701 695711,,-$125.16,"$4,759.34"
04/24/2025,XX8226 MT DDA CREDIT CASH APP*RYAN MC Oakland CA 1 021941,,$764.67,"$5,524.01"
04/24/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 043091,,-$4.41,"$5,519.60"
04/24/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750003 044695,,-$12.95,"$5,506.65"
04/28/2025,VISA INTERNATIONAL FEE ASSESSMENT SP DERMADRY MONTREAL QC T4TQL9A8 059239,,-$12.00,"$5,494.65"
04/28/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 30329616 029616,,-$6.01,"$5,488.64"
04/28/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 075824,,-$6.40,"$5,482.24"
04/28/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 010312,,-$8.26,"$5,473.98"
04/28/2025,XX8226 POS PURCHASE BURGER KING #228 CONWAY AR 00006195 070824,,-$12.51,"$5,461.47"
04/28/2025,XX8226 POS PURCHASE WAL-MART #2575 CONWAY AR 24257501 683036,,-$17.00,"$5,444.47"
04/28/2025,XX8226 POS PURCHASE SODYSLIQUORSTORE N LITTLE ROCK AR V6905172 000135,,-$22.77,"$5,421.70"
04/28/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 30329608 029608,,-$23.24,"$5,398.46"
04/28/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 526180,,-$28.76,"$5,369.70"
04/28/2025,XX8226 POS PURCHASE SP DERMADRY MONTREAL QC T4TQL9A8 059239,,-$400.00,"$4,969.70"
04/29/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 042608,,-$6.60,"$4,963.10"
04/29/2025,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189094 016222,,-$26.00,"$4,937.10"
04/30/2025,XX8226 POS PURCHASE HARPS FOOD STORE MAYFLOWER AR 41678901 980747,,-$3.60,"$4,933.50"
04/30/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 010109,,-$9.76,"$4,923.74"
04/30/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 097444,,-$13.12,"$4,910.62"
04/30/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 010373,,-$14.58,"$4,896.04"
04/30/2025,XX8226 POS PURCHASE TST*HIDEAWAY PIZ 501-697-4444 AR 00000000 018226,,-$28.78,"$4,867.26"
04/30/2025,XX8226 POS PURCHASE PALARM LIQUOR MAUMELLE AR 04772804 512032772717,,-$29.82,"$4,837.44"
05/01/2025,ONLINE BANKING TRANSFER FROM x3799 05/01/25,,"$1,350.00","$6,187.44"
05/01/2025,XX8226 POS PURCHASE Wal-Mart Super C CONWAY AR 25750005 512115521056,,-$3.07,"$6,184.37"
05/01/2025,XX8226 POS PURCHASE TST*STOBYS CONWA 501-327-5447 AR 00000000 028661,,-$9.15,"$6,175.22"
05/01/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 080663,,-$9.20,"$6,166.02"
05/01/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 715609,,-$12.85,"$6,153.17"
05/01/2025,Stripe ZG Rental ZG -- Rent ST-M0C8Y9R4M6J6,,"-$1,700.00","$4,453.17"
05/02/2025,XX8226 POS PURCHASE BURGER KING #228 CONWAY AR 00006195 034596,,-$7.85,"$4,445.32"
05/02/2025,XX8226 POS PURCHASE BEYOND THE WOK CONWAY AR 2 096845,,-$21.93,"$4,423.39"
05/05/2025,ONLINE BANKING TRANSFER FROM x3799 05/03/25,,$400.00,"$4,823.39"
05/05/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 011803,,-$12.42,"$4,810.97"
05/05/2025,XX8226 POS PURCHASE JERSEY MIKES ONL https://prod. NJ 00007671 006385,,-$13.92,"$4,797.05"
05/05/2025,XX8226 POS PURCHASE SHELL OIL1000554 LITTLE ROCK AR 00000000 071664,,-$14.23,"$4,782.82"
05/05/2025,XX8226 POS PURCHASE DAVIDS BURGERS B LITTLE ROCK AR 00001336 067708,,-$20.86,"$4,761.96"
05/05/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 35011276 011276,,-$59.30,"$4,702.66"
05/07/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 032232,,-$12.80,"$4,689.86"
05/07/2025,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 80562324 124204,,-$23.36,"$4,666.50"
05/07/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 31340042 040042,,-$67.39,"$4,599.11"
05/09/2025,Deposit,,"$10,554.58","$15,153.69"
05/12/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 34066990 066990,,-$10.21,"$15,143.48"
05/12/2025,XX8226 POS PURCHASE CHICK-FIL-A #027 501-228-0404 AR 1 054712,,-$13.11,"$15,130.37"
05/12/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 011861,,-$33.14,"$15,097.23"
05/12/2025,XX8226 POS PURCHASE DAVIDS BURGERS B LITTLE ROCK AR 00001336 023667,,-$39.54,"$15,057.69"
05/12/2025,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04776458 002049,,-$41.78,"$15,015.91"
05/12/2025,XX8226 POS PURCHASE AMAZON MKTPL*NI3 Amzn.com/bill WA 00000000 011180,,-$52.55,"$14,963.36"
05/14/2025,XX8226 PURCHASE RETURN AMAZON MKTPLACE Amzn.com/bill WA 00000000 093282,,$29.01,"$14,992.37"
05/14/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750005 107317,,-$2.56,"$14,989.81"
05/14/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 845467,,-$12.85,"$14,976.96"
05/14/2025,XX8226 POS PURCHASE WINGSTOP 320 CONWAY AR 320 002 077905,,-$18.88,"$14,958.08"
05/14/2025,XX8226 POS PURCHASE WINGSTOP 144 817-028-1920 AR 144 001 058547,,-$21.80,"$14,936.28"
05/14/2025,XX8226 POS PURCHASE AMAZON MKTPL*NW7 Amzn.com/bill WA 00000000 003378,,-$29.01,"$14,907.27"
05/14/2025,XX8226 POS PURCHASE LAKE LIQUOR MAUMELLE AR 96698139 351387,,-$84.80,"$14,822.47"
05/15/2025,XX8226 PURCHASE RETURN WINGSTOP 144 LITTLE ROCK AR 144 001 061331,,$21.80,"$14,844.27"
05/15/2025,XX8226 POS PURCHASE TST*HIDEAWAY PIZ 501-697-4444 AR 00000000 032617,,-$33.77,"$14,810.50"
05/15/2025,XX8226 POS PURCHASE BASS PRO STORE L LITTLE ROCK AR 03028777 513580001,,-$36.35,"$14,774.15"
05/15/2025,CAPITAL ONE CRCARDPMT 43CD412DLWYAFGI,,-$313.35,"$14,460.80"
05/16/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 022556,,-$4.41,"$14,456.39"
05/16/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 101515,,-$10.98,"$14,445.41"
05/16/2025,XX8226 POS PURCHASE QT 7211 INSIDE LITTLE ROCK AR 00000000 004567,,-$13.14,"$14,432.27"
05/16/2025,XX8226 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 258848,,-$25.00,"$14,407.27"
05/16/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 081957,,-$262.07,"$14,145.20"
